DateTime,Actual Power (kW),Adjusted Baseline Power (kW),Savings Power (kW),Savings Energy (kWh),Cumulative Savings Energy (kWh),Negative Savings Flag,Cost Savings (RM),Cumulative Cost Savings (RM),Negative Cost Savings Flag
2025-04-25 17:30:00,897.2,3091.747,2194.547,1097.2734999999998,7619293.816753607,0,400.5048274999999,2781042.2431150987,0
2025-04-25 18:00:00,778.2,3085.7544,2307.5544,1153.7772,7620447.593953608,0,421.128678,2781463.3717930987,0
2025-04-25 18:30:00,573.6,3086.0857,2512.4857,1256.24285,7621703.836803608,0,458.52864025,2781921.900433349,0
2025-04-25 19:00:00,547.6,3087.5356,2539.9356,1269.9678,7622973.804603607,0,463.53824699999996,2782385.438680349,0
2025-04-25 19:30:00,612.0,3088.688,2476.688,1238.344,7624212.148603607,0,451.99556,2782837.434240349,0
2025-04-25 20:00:00,593.8,3086.1287,2492.3287,1246.16435,7625458.312953607,0,454.84998774999997,2783292.284228099,0
2025-04-25 20:30:00,605.0,3085.411,2480.411,1240.2055,7626698.518453607,0,452.6750075,2783744.9592355993,0
2025-04-25 21:00:00,631.2,3081.1528,2449.9528,1224.9764,7627923.494853607,0,447.116386,2784192.0756215993,0
2025-04-25 21:30:00,631.0,3082.8901,2451.8901,1225.94505,7629149.439903608,0,447.46994325000003,2784639.5455648494,0
2025-04-25 22:00:00,575.6,3082.3513,2506.7513,1253.37565,7630402.815553607,0,457.48211224999994,2785097.027677099,0
2025-04-25 22:30:00,651.2,3076.8467,2425.6467,1212.82335,7631615.638903608,0,442.68052274999997,2785539.7081998494,0
2025-04-25 23:00:00,724.2,3076.523,2352.3230000000003,1176.1615000000002,7632791.800403608,0,429.29894750000005,2785969.0071473494,0
2025-04-25 23:30:00,654.2,3069.7202,2415.5202,1207.7601,7633999.560503608,0,440.8324365,2786409.8395838495,0
2025-04-26 00:00:00,520.0,3065.4622,2545.4622,1272.7311,7635272.291603608,0,464.5468515,2786874.3864353495,0
2025-04-26 00:30:00,544.2,3065.6614,2521.4614,1260.7307,7636533.022303608,0,460.16670550000003,2787334.5531408493,0
2025-04-26 01:00:00,630.6,3061.7222,2431.1222,1215.5611,7637748.583403608,0,443.67980149999994,2787778.2329423493,0
2025-04-26 01:30:00,569.4,3061.944,2492.544,1246.272,7638994.855403608,0,454.88928,2788233.122222349,0
2025-04-26 02:00:00,531.0,3055.686,2524.686,1262.343,7640257.198403608,0,460.755195,2788693.8774173493,0
2025-04-26 02:30:00,485.3999999999999,3053.536,2568.136,1284.068,7641541.266403608,0,468.68482,2789162.5622373493,0
2025-04-26 03:00:00,519.4,3049.217,2529.817,1264.9085,7642806.174903608,0,461.6916025,2789624.2538398495,0
2025-04-26 03:30:00,520.4,3044.694,2524.294,1262.147,7644068.321903608,0,460.683655,2790084.9374948493,0
2025-04-26 04:00:00,499.0,3046.0425,2547.0425,1273.52125,7645341.843153608,0,464.83525625,2790549.7727510994,0
2025-04-26 04:30:00,463.19999999999993,3045.6738,2582.4738,1291.2369,7646633.080053608,0,471.3014685,2791021.0742195994,0
2025-04-26 05:00:00,453.6,3049.5657,2595.9657,1297.98285,7647931.062903608,0,473.76374025,2791494.8379598493,0
