DateTime,Actual Power (kW),Adjusted Baseline Power (kW),Savings Power (kW),Savings Energy (kWh),Cumulative Savings Energy (kWh),Negative Savings Flag,CO2 Avoided (kg),Cumulative CO2 Avoided (kg),Cumulative CO2 Avoided (tonnes)
2025-06-30 11:30:00,2117.4,2550.2183,432.8182999999999,216.40914999999995,9337409.66405927,0,167.50068209999998,7227155.079981929,7227.155079981929
2025-06-30 12:00:00,1208.2,2530.4019,1322.2018999999998,661.1009499999999,9338070.765009273,0,511.69213529999996,7227666.772117228,7227.666772117228
2025-06-30 12:30:00,1476.0,2553.5317,1077.5317,538.76585,9338609.530859273,0,417.0047679,7228083.776885129,7228.083776885129
2025-06-30 13:00:00,1410.4,2549.403,1139.0029999999997,569.5014999999999,9339179.03235927,0,440.7941609999999,7228524.571046129,7228.524571046129
2025-06-30 13:30:00,1310.2,2551.0818,1240.8818,620.4408999999999,9339799.47325927,0,480.22125659999995,7229004.792302729,7229.004792302729
2025-06-30 14:00:00,923.8,2525.5063,1601.7063,800.85315,9340600.326409273,0,619.8603381,7229624.652640829,7229.624652640829
2025-06-30 14:30:00,953.2,2517.494,1564.294,782.147,9341382.47340927,0,605.381778,7230230.034418829,7230.230034418829
2025-06-30 15:00:00,1334.8,2524.203,1189.403,594.7015,9341977.174909271,0,460.298961,7230690.333379828,7230.690333379828
2025-06-30 15:30:00,1967.4,2528.8777,561.4776999999999,280.73885,9342257.91375927,0,217.29186990000002,7230907.625249729,7230.907625249729
2025-06-30 16:00:00,1559.0,2540.7205,981.7205,490.86025,9342748.77400927,0,379.9258335,7231287.551083229,7231.287551083228
2025-06-30 16:30:00,1284.2,2537.3816,1253.1816,626.5908000000001,9343375.364809273,0,484.9812792000001,7231772.5323624285,7231.772532362428
2025-06-30 17:00:00,1023.2,2532.6694,1509.4694000000002,754.7347000000001,9344130.09950927,0,584.1646578000001,7232356.697020229,7232.356697020229
2025-06-30 17:30:00,964.0,2529.0046,1565.0046000000002,782.5023000000001,9344912.60180927,0,605.6567802000001,7232962.353800429,7232.962353800429
2025-06-30 18:00:00,567.0,2522.894,1955.894,977.947,9345890.548809271,0,756.930978,7233719.284778429,7233.719284778429
2025-06-30 18:30:00,335.0,2511.7275,2176.7275,1088.36375,9346978.91255927,0,842.3935425,7234561.678320929,7234.56167832093
2025-06-30 19:00:00,95.0,2515.6775,2420.6775,1210.33875,9348189.25130927,0,936.8021924999999,7235498.480513429,7235.498480513429
2025-06-30 19:30:00,73.0,2512.7793,2439.7793,1219.88965,9349409.14095927,0,944.1945891,7236442.675102529,7236.442675102529
2025-06-30 20:00:00,75.20000000000002,2505.275,2430.0750000000003,1215.0375,9350624.17845927,0,940.4390249999999,7237383.114127529,7237.383114127529
2025-06-30 20:30:00,73.99999999999999,2425.704,2351.704,1175.852,9351800.03045927,0,910.109448,7238293.223575529,7238.293223575529
2025-06-30 21:00:00,74.59999999999998,2416.5588,2341.9588,1170.9794,9352971.00985927,0,906.3380556,7239199.561631129,7239.199561631129
2025-06-30 21:30:00,75.20000000000002,2385.7715,2310.5715,1155.28575,9354126.29560927,0,894.1911705,7240093.752801629,7240.093752801628
2025-06-30 22:00:00,73.0,2176.3113,2103.3113,1051.65565,9355177.951259268,0,813.9814731,7240907.734274729,7240.90773427473
2025-06-30 22:30:00,73.4,1856.765,1783.365,891.6825,9356069.633759268,0,690.1622550000001,7241597.8965297295,7241.597896529729
2025-06-30 23:00:00,73.99999999999999,1763.6814,1689.6814,844.8407,9356914.474459268,0,653.9067018,7242251.80323153,7242.25180323153
2025-06-30 23:30:00,67.39999999999999,1754.8503,1687.4503,843.72515,9357758.199609268,0,653.0432661,7242904.84649763,7242.9048464976295
2025-07-01 00:00:00,65.20000000000002,1718.7876,1653.5876,826.7938,9358584.993409269,0,639.9384012,7243544.78489883,7243.54478489883
2025-07-01 00:30:00,63.4,1719.3798,1655.9797999999998,827.9898999999999,9359412.983309267,0,640.8641825999999,7244185.6490814295,7244.18564908143
2025-07-01 01:00:00,61.400000000000006,1685.9086,1624.5086,812.2543,9360225.23760927,0,628.6848282,7244814.33390963,7244.81433390963
2025-07-01 01:30:00,57.2,1646.3369,1589.1369,794.56845,9361019.80605927,0,614.9959803,7245429.32988993,7245.42932988993
2025-07-01 02:00:00,53.4,1592.5692,1539.1691999999998,769.5845999999999,9361789.390659267,0,595.6584803999999,7246024.98837033,7246.02498837033
2025-07-01 02:30:00,53.0,1436.3687,1383.3687,691.68435,9362481.07500927,0,535.3636869000001,7246560.35205723,7246.5603520572295
2025-07-01 03:00:00,54.99999999999999,1419.8513,1364.8513,682.42565,9363163.50065927,0,528.1974531000001,7247088.54951033,7247.08854951033
